IRSZ.;CíMHELY NEVE;JELLEGE;VÁROSRÉSZ;1.SZÁM;1.JEL;2.SZÁM;2.JEL;;;;;;
6753;Forrai              ;tanya;;0;;0;;;;;;;
6726;Fõ;fasor;;0;;0;;;;;;;
6727;Fõ                  ;tér;;0;;0;;;;;;;
6771;Föld                ;utca;Szõreg;0;;0;;;;;;;
6725;Földmíves           ;utca;;0;;0;;;;;;;
6722;Földváry            ;utca;;0;;0;;;;;;;
6791;Fölszél            ;utca;Kiskundorozsma;0;;0;;;;;;;
6724;Föltámadás          ;utca;;0;;0;;;;;;;
6725;Fõvám               ;köz;;0;;0;;;;;;;
6725;Fraknói             ;utca;;0;;0;;;;;;;
6724;Francia             ;utca;;0;;0;;;;;;;
6728;Fritz;tanya;;0;;0;;;;;;;
6729;Futrinka;utca;Tompasziget;0;;0;;;;;;;
6727;Füge                ;sor;;0;;0;;;;;;;
6726;Fülemüle            ;utca;;0;;0;;;;;;;
6791;Fürdõ               ;utca;;0;;0;;;;;;;
6721;Füredi              ;utca;;0;;0;;;;;;;
6724;Fûrész              ;utca;;0;;0;;;;;;;
6726;Fürj                ;utca;;0;;0;;;;;;;
6729;Fürkész;utca;Tompasziget;0;;0;;;;;;;
6791;Fürt                ;utca;Kiskundorozsma;0;;0;;;;;;;
6729;Fûtõház;köz;;0;;0;;;;;;;
6724;Fûtõmû              ;utca;;0;;0;;;;;;;
6726;Füvészkerti          ;utca;;0;;0;;;;;;;
6791;Füzény;köz;;0;;0;;;;;;;
6710;Füzér               ;utca;Szentmihály;0;;0;;;;;;;
6791;Füzértekercs;utca;;0;;0;;;;;;;
6725;Füzes               ;utca;;0;;0;;;;;;;
6791;Füzike;köz;;0;;0;;;;;;;
6727;Gábor Áron          ;utca;;0;;0;;;;;;;
6710;Gádor               ;köz;Szentmihály;0;;0;;;;;;;
6721;Gál                 ;utca;;1;;9;;;;;;;
6721;Gál                 ;utca;;2;;12;;;;;;;
6723;Gál                 ;utca;;-3;;0;;;;;;;
6791;Galagonya           ;utca;Kiskundorozsma;0;;0;;;;;;;
6725;Galamb              ;utca;;0;;0;;;;;;;
6728;Galgóci             ;utca;;0;;0;;;;;;;
6728;Gallé László;utca;Baktó;0;;0;;;;;;;
6724;Garam               ;utca;;0;;0;;;;;;;
6710;Gárdonyi Géza       ;utca;Szentmihály;0;;0;;;;;;;
6723;Gáspár Zoltán       ;utca;;0;;0;;;;;;;
6753;Gaszmann;tanya;;0;;0;;;;;;;
6723;Gát                 ;utca;;0;;0;;;;;;;
6726;Gátõrház;sor;;0;;0;;;;;;;
6723;Gáz                 ;utca;;0;;0;;;;;;;
6726;Gébics              ;utca;;0;;0;;;;;;;
6724;Gelei József;utca;;0;;0;;;;;;;
6723;Gém                 ;utca;;0;;0;;;;;;;
6791;Gémorr;köz;;0;;0;;;;;;;
6725;Gép                 ;utca;;0;;0;;;;;;;
6729;Gera Sándor         ;utca;;0;;0;;;;;;;
6724;Gergely;köz;;0;;0;;;;;;;
6728;Gergulics-Szalai;tanya;;0;;0;;;;;;;
6727;Gerle               ;utca;;0;;0;;;;;;;
6791;Gesztenye           ;utca;Kiskundorozsma;0;;0;;;;;;;
6726;Gizella             ;utca;;0;;0;;;;;;;
6721;Glattfelder Gyula;tér;;0;;0;;;;;;;
6722;Gogol               ;utca;;0;;0;;;;;;;
6725;Gólya               ;utca;;0;;0;;;;;;;
6791;Gólyahír;utca;Kiskundorozsma;0;;0;;;;;;;
6728;Gomba               ;utca;;0;;0;;;;;;;
6726;Gombkötõ;utca;;0;;0;;;;;;;
6724;Gömöri              ;utca;;0;;0;;;;;;;
6727;Göndör              ;sor;;0;;0;;;;;;;
6725;Gõsi Gábor;sétány;;0;;0;;;;;;;
6725;Gõz                 ;utca;;0;;0;;;;;;;
6771;Gõzmalom            ;utca;Szõreg;0;;0;;;;;;;
6710;Gránit;sor;;0;;0;;;;;;;
6726;Gulácsi;park;;0;;0;;;;;;;
6722;Gutenberg          ;utca;;0;;0;;;;;;;
6728;Guth;tanya;;0;;0;;;;;;;
6757;Gyála széle;utca;;0;;0;;;;;;;
6729;Gyálai;út;;0;;0;;;;;;;
6757;Gyálaréti           ;út;Gyálarét;0;;0;;;;;;;
6757;Gyálaréti           ;tanyák;;0;;0;;;;;;;
6791;Gyalu               ;utca;Kiskundorozsma;0;;0;;;;;;;
6771;Gyár                ;utca;Szõreg;0;;0;;;;;;;
6757;Gyékényesi          ;út;Gyálarét;0;;0;;;;;;;
6727;Gyémánt             ;utca;;0;;0;;;;;;;
6728;Gyémánt             ;tanya;;0;;0;;;;;;;
6726;Gyergyói            ;utca;;0;;0;;;;;;;
6722;Gyertyámos          ;utca;;0;;0;;;;;;;
6726;Gyertyaöntõ;utca;;0;;0;;;;;;;
6723;Gyevi               ;utca;;0;;0;;;;;;;
6723;Gyík                ;utca;;0;;0;;;;;;;
6726;Gyimesi             ;utca;;0;;0;;;;;;;
6791;Gyömbér;utca;Kiskundorozsma;0;;0;;;;;;;
6791;Gyöngyköles;utca;;0;;0;;;;;;;
6791;Gyöngyöspata        ;utca;Kiskundorozsma;0;;0;;;;;;;
6724;Gyöngytyúk          ;utca;;0;;0;;;;;;;
6723;Gyöngyvirág         ;utca;;0;;0;;;;;;;
6753;Gyöp                ;sor;Tápé;0;;0;;;;;;;
6728;Gyõrfi;tanya;;0;;0;;;;;;;
6771;Gyõzelem            ;tér;Szõreg;0;;0;;;;;;;
6728;Gyula               ;utca;;0;;0;;;;;;;
6791;Gyuris              ;utca;Kiskundorozsma;0;;0;;;;;;;
6728;Gyümölcs            ;utca;;0;;0;;;;;;;
6753;Gyûszûvirág;utca;;0;;0;;;;;;;
6791;Hajdú               ;utca;Kiskundorozsma;0;;0;;;;;;;
6723;Hajlat              ;utca;;0;;0;;;;;;;
6725;Hajnal              ;utca;;0;;0;;;;;;;
6753;Hajnalka;utca;Tápé;0;;0;;;;;;;
6722;Hajnóczy            ;utca;;0;;0;;;;;;;
6723;Hajós               ;utca;;0;;0;;;;;;;
6728;Halácsy Sándor;út;;0;;0;;;;;;;
6726;Haladás             ;utca;;0;;0;;;;;;;
6753;Halas               ;utca;Tápé;0;;0;;;;;;;
6721;Háló                ;utca;;0;;0;;;;;;;
6791;Hám                 ;utca;Kiskundorozsma;0;;0;;;;;;;
6710;Hambár;út;;0;;0;;;;;;;
6727;Hangos              ;utca;;0;;0;;;;;;;
6729;Hangya;utca;Tompasziget;0;;0;;;;;;;
6729;Harangláb           ;utca;;0;;0;;;;;;;
6753;Harangvirág;utca;Tápé;0;;0;;;;;;;
6710;Harcos              ;utca;Szentmihály;0;;0;;;;;;;
6710;Harcos              ;sor;;0;;0;;;;;;;
6710;Harcsa;utca;;0;;0;;;;;;;
6726;Hargitai            ;utca;;0;;0;;;;;;;
6725;Harmat              ;utca;;0;;0;;;;;;;
6726;Hársfa;sétány;;0;;0;;;;;;;
6726;Hársfa              ;utca;;0;;0;;;;;;;
6710;Hasító              ;utca;Szentmihály;0;;0;;;;;;;
6725;Határõr             ;utca;;0;;0;;;;;;;
6726;Hátszegi            ;utca;;0;;0;;;;;;;
6725;Hattyas             ;utca;;0;;0;;;;;;;
6729;Hattyasi szivattyú;telep;;0;;0;;;;;;;
6723;Hattyú              ;utca;;0;;0;;;;;;;
6728;Házgyári;út;;0;;0;;;;;;;
6791;Hegedû              ;utca;Kiskundorozsma;0;;0;;;;;;;
6728;Hegyközség          ;utca;;0;;0;;;;;;;
6726;Héja                ;utca;;0;;0;;;;;;;
6753;Heller              ;köz;Tápé;0;;0;;;;;;;
6727;Herczeg István;utca;;0;;0;;;;;;;
6726;Herke               ;utca;;0;;0;;;;;;;
6725;Hernyós             ;utca;;0;;0;;;;;;;
6726;Hetényi Géza;utca;;0;;0;;;;;;;
6724;Hétvezér            ;utca;;0;;0;;;;;;;
6720;Híd                 ;utca;;0;;0;;;;;;;
6728;Hídverõ             ;utca;;0;;0;;;;;;;
6725;Hiúz;utca;;0;;0;;;;;;;
6728;Hízó;tanya;;0;;0;;;;;;;
6723;Hóbiárt basa        ;utca;;0;;0;;;;;;;
6725;Hold                ;utca;;0;;0;;;;;;;
6728;Holdvirág;tanya;;0;;0;;;;;;;
6723;Holló               ;utca;;0;;0;;;;;;;
6726;Holt-Maros;sétány;;0;;0;;;;;;;
6710;Holt-Tisza          ;sor;Szentmihály;0;;0;;;;;;;
6725;Homok               ;utca;;0;;0;;;;;;;
6723;Homonnai            ;utca;;0;;0;;;;;;;
6726;Homoródi            ;utca;;0;;0;;;;;;;
6753;Honfoglalás         ;utca;Tápé;0;;0;;;;;;;
6723;Hont Ferenc         ;utca;;0;;0;;;;;;;
6722;Honvéd              ;tér;;0;;0;;;;;;;
6725;Hópárduc;utca;;0;;0;;;;;;;
6753;Horgony             ;utca;Tápé;0;;0;;;;;;;
6725;Horgosi ;köz;;0;;0;;;;;;;
6725;Horgosi             ;utca;;0;;0;;;;;;;
6720;Horváth Mihály      ;utca;;0;;0;;;;;;;
6728;Hosszú              ;utca;;0;;0;;;;;;;
6728;Hosszú-töltés;út;;0;;0;;;;;;;
6771;Hõsök               ;tere;Szõreg;0;;0;;;;;;;
6791;Huba                ;utca;Kiskundorozsma;0;;0;;;;;;;
6791;Huba;köz;Kiskundorozsma;0;;0;;;;;;;
6721;Hullám              ;utca;;0;;0;;;;;;;
6724;Hunyadi             ;tér;;0;;0;;;;;;;
6724;Huszár              ;utca;;0;;0;;;;;;;
6720;Huszár Mátyás;rakpart;;0;;0;;;;;;;
6791;Huszka Jenõ         ;utca;Kiskundorozsma;0;;0;;;;;;;
6723;Hüvelyk             ;utca;;0;;0;;;;;;;
6710;Hûvös               ;köz;Szentmihály;0;;0;;;;;;;
6727;Ibolya              ;utca;;0;;0;;;;;;;
6723;Iglói               ;utca;;0;;0;;;;;;;
6728;Ikarusz;köz;;0;;0;;;;;;;
6753;Iker                ;utca;Tápé;0;;0;;;;;;;
6771;Ikon                ;sor;Szõreg;0;;0;;;;;;;
6726;Ildikó              ;utca;;0;;0;;;;;;;
6724;Ilona               ;utca;;0;;0;;;;;;;
6791;Ilosvai             ;utca;Kiskundorozsma;0;;0;;;;;;;
6721;Imre                ;utca;;0;;0;;;;;;;
6725;Indóház             ;tér;;0;;0;;;;;;;
6791;Ínfû;utca;;0;;0;;;;;;;
6791;Ingovány            ;utca;Kiskundorozsma;0;;0;;;;;;;
6791;Ipar;dûlõ;Kiskundorozsma;0;;0;;;;;;;
6724;Ipoly               ;sor;;0;;0;;;;;;;
6791;Iringó;utca;;0;;0;;;;;;;
6727;Irinyi János        ;utca;;0;;0;;;;;;;
6771;Iskola              ;utca;Szõreg;0;;0;;;;;;;
6791;István              ;utca;Kiskundorozsma;0;;0;;;;;;;
6753;Iszalag;út;Tápé;0;;0;;;;;;;
6726;Ivánovics György;utca;;0;;0;;;;;;;
6726;Izabella            ;utca;;0;;0;;;;;;;
6791;Izsóp;utca;Kiskundorozsma;0;;0;;;;;;;
6771;Jácint              ;utca;Szõreg;0;;0;;;;;;;
6724;Jakab Lajos         ;utca;;0;;0;;;;;;;
6726;Jancsó Miklós;utca;;0;;0;;;;;;;
6720;Janikovszky Éva;tér;;0;;0;;;;;;;
6726;Jankovich           ;utca;;0;;0;;;;;;;
6753;János-ér            ;út;Tápé;0;;0;;;;;;;
6791;Jász                ;utca;Kiskundorozsma;0;;0;;;;;;;
6753;Jávorka             ;utca;Tápé;0;;0;;;;;;;
6771;Jázmin              ;utca;Szõreg;0;;0;;;;;;;
6791;Jerney              ;utca;Kiskundorozsma;0;;0;;;;;;;
6726;Jobb;fasor;;0;;0;;;;;;;
6720;Jókai               ;utca;;0;;0;;;;;;;
6791;Jolánka             ;utca;Kiskundorozsma;0;;0;;;;;;;
6722;Jósika              ;utca;;0;;0;;;;;;;
6721;József Attila       ;sugárút;;1;;37;;;;;;;
6721;József Attila       ;sugárút;;2;;38;;;;;;;
6723;József Attila       ;sugárút;;-3;;0;;;;;;;
6726;Judit               ;utca;;0;;0;;;;;;;
6723;Juharfás            ;utca;;0;;0;;;;;;;
6721;Juhász Gyula        ;utca;;0;;0;;;;;;;
6771;Juhásztelep;dûlõ;;0;;0;;;;;;;
6726;Júlia               ;utca;;0;;0;;;;;;;
6729;Kabóca;utca;Tompasziget;0;;0;;;;;;;
6725;Kácsa               ;utca;;0;;0;;;;;;;
6791;Kadarka             ;utca;Kiskundorozsma;0;;0;;;;;;;
6791;Káka                ;utca;Kiskundorozsma;0;;0;;;;;;;
6791;Kakascímer;köz;;0;;0;;;;;;;
6726;Kakukk              ;utca;;0;;0;;;;;;;
6791;Kakukkfû;utca;Kiskundorozsma;0;;0;;;;;;;
6728;Kalapács;tanya;;0;;0;;;;;;;
6727;Kalász              ;utca;;0;;0;;;;;;;
6728;Káli;tanya;;0;;0;;;;;;;
6726;Kállay;liget;;0;;0;;;;;;;
6726;Kállay Albert       ;utca;;0;;0;;;;;;;
6791;Kálmán              ;köz;Kiskundorozsma;0;;0;;;;;;;
6726;Kálmán;utca;;0;;0;;;;;;;
6753;Kálmánczi;tanya;;0;;0;;;;;;;
6721;Kálmány Lajos       ;utca;;0;;0;;;;;;;
6722;Kálvária            ;sugárút;;1;;27;;;;;;;
6722;Kálvária            ;sugárút;;2;;30;;;;;;;
6724;Kálvária            ;sugárút;;29;;0;;;;;;;
6724;Kálvária            ;tér;;1;;17;;;;;;;
6725;Kálvária            ;sugárút;;32;;0;;;;;;;
6725;Kálvária            ;tér;;-3;;0;;;;;;;
6721;Kálvin              ;tér;;0;;0;;;;;;;
6729;Kamarási            ;utca;;0;;0;;;;;;;
6791;Kamilla             ;utca;Kiskundorozsma;0;;0;;;;;;;
6729;Kandó Kálmán        ;utca;;0;;0;;;;;;;
6725;Kanizsai            ;utca;;0;;0;;;;;;;
6753;Kankalin;utca;Tápé;0;;0;;;;;;;
6725;Kántor              ;utca;;0;;0;;;;;;;
6727;Kapás               ;utca;;0;;0;;;;;;;
6710;Kapisztrán          ;út;Szentmihály;0;;0;;;;;;;
6727;Kapitány            ;utca;;0;;0;;;;;;;
6724;Kápolna             ;utca;;0;;0;;;;;;;
6791;Kapor;utca;Kiskundorozsma;0;;0;;;;;;;
6753;Kapu                ;köz;Tápé;0;;0;;;;;;;
6726;Karánsebesi         ;utca;;0;;0;;;;;;;
6720;Kárász              ;utca;;0;;0;;;;;;;
6729;Karikás;utca;;0;;0;;;;;;;
6728;Karotin;köz;;0;;0;;;;;;;
6720;Károlyi             ;utca;;0;;0;;;;;;;
6791;Kassai              ;utca;Kiskundorozsma;0;;0;;;;;;;
6728;Kassák              ;utca;;0;;0;;;;;;;
6725;Kaszás              ;utca;;0;;0;;;;;;;
6726;Katalin             ;utca;;0;;0;;;;;;;
6753;Katáng;utca;Tápé;0;;0;;;;;;;
6724;Kátay               ;utca;;0;;0;;;;;;;
6729;Katica;utca;Tompasziget;0;;0;;;;;;;
6725;Katona József       ;utca;;0;;0;;;;;;;
6753;Kaufmann;tanya;;0;;0;;;;;;;
6771;Kavics              ;utca;Szõreg;0;;0;;;;;;;
6720;Kazinczy            ;utca;;0;;0;;;;;;;
6729;Kece                ;utca;;0;;0;;;;;;;
6710;Kecsege;utca;;0;;0;;;;;;;
6723;Kecskeméti          ;utca;;0;;0;;;;;;;
6791;Kék                 ;utca;Kiskundorozsma;0;;0;;;;;;;
6726;Kékfestõ;utca;;0;;0;;;;;;;
6791;Kékfrankos;utca;Kiskundorozsma;0;;0;;;;;;;
6791;Kékperje;utca;;0;;0;;;;;;;
6720;Kelemen László             ;utca;;0;;0;;;;;;;
6723;Kemes               ;utca;;0;;0;;;;;;;
6726;Kendergyári         ;utca;;0;;0;;;;;;;
6725;Kenguru;köz;;0;;0;;;;;;;
6724;Kenyérgyári         ;út;;0;;0;;;;;;;
6791;Kenyérvári;sor;;0;;0;;;;;;;
6729;Kénytelen           ;sor;;0;;0;;;;;;;
6728;Keramit;köz;;0;;0;;;;;;;
6791;Kerékgyártó         ;utca;Kiskundorozsma;0;;0;;;;;;;
6728;Kereskedõ;köz;;0;;0;;;;;;;
6729;Kérész;utca;Tompasziget;0;;0;;;;;;;
6753;Kereszt             ;utca;Tápé;0;;0;;;;;;;
6723;Kereszttöltés       ;utca;;0;;0;;;;;;;
6726;Kertész             ;utca;;0;;0;;;;;;;
6723;Késmárki            ;utca;;0;;0;;;;;;;
6710;Keszeg;utca;;0;;0;;;;;;;
6728;Kétérköz            ;utca;;0;;0;;;;;;;
6791;Kettõshatári        ;út;Kiskundorozsma;0;;0;;;;;;;
6726;Kézdi               ;utca;;0;;0;;;;;;;
6720;Kígyó               ;utca;;0;;0;;;;;;;
6791;Kígyószisz;utca;;0;;0;;;;;;;
6726;Kikindai            ;utca;;0;;0;;;;;;;
6791;Kikirics            ;utca;Kiskundorozsma;0;;0;;;;;;;
6753;Kikötõ              ;sor;Tápé;0;;0;;;;;;;
6725;Kinizsi Pál         ;utca;;0;;0;;;;;;;
6728;Kis;köz;;0;;0;;;;;;;
6728;Kis-Baktói;út;;0;;0;;;;;;;
6771;Kisbogáros          ;utca;Szõreg;0;;0;;;;;;;
6729;Kiserdõ            ;sor;;0;;0;;;;;;;
6725;Kisfaludy           ;utca;;0;;0;;;;;;;
6728;Kiskert             ;utca;;0;;0;;;;;;;
6724;Kismartoni          ;utca;;0;;0;;;;;;;
6753;Kisporgány;dûlõ;Tápé;0;;0;;;;;;;
6720;Kiss Ernõ           ;utca;;0;;0;;;;;;;
6728;Kiss Ferenc;utca;Baktó;0;;0;;;;;;;
6720;Kiss Menyhért       ;utca;;0;;0;;;;;;;
6724;Kisteleki Ede       ;utca;;0;;0;;;;;;;
6723;Kis-Tisza           ;utca;;0;;0;;;;;;;
6729;Kisvasút            ;sor;;0;;0;;;;;;;
6771;Kisszõlõ            ;utca;Szõreg;0;;0;;;;;;;
6757;Kivi;utca;Gyálarét;0;;0;;;;;;;
6724;Klapka              ;tér;;0;;0;;;;;;;
6726;Klára               ;utca;;0;;0;;;;;;;
6720;Klauzál             ;tér;;0;;0;;;;;;;
6726;Kockaház            ;utca;;0;;0;;;;;;;
6727;Kócsag;utca;;0;;0;;;;;;;
6791;Kocsord;út;Kiskundorozsma;0;;0;;;;;;;
6724;Kodály              ;tér;;0;;0;;;;;;;
6728;Kokárda             ;utca;;0;;0;;;;;;;
6757;Kókusz;utca;Gyálarét;0;;0;;;;;;;
6728;Kollégiumi;út;;0;;0;;;;;;;
6729;Koloszár ;udvar;;0;;0;;;;;;;
6725;Kolozsvári          ;tér;;0;;0;;;;;;;
6725;Kombinát            ;köz;;0;;0;;;;;;;
6728;Komposztáló;út;;0;;0;;;;;;;
6791;Kond                ;utca;Kiskundorozsma;0;;0;;;;;;;
6710;Koppány             ;köz;Szentmihály;0;;0;;;;;;;
6720;Korányi             ;fasor;;1;;17;;;;;;;
6725;Korányi             ;fasor;;18;;19;;;;;;;
6725;Korda               ;utca;;0;;0;;;;;;;
6725;Kormányos           ;utca;;0;;0;;;;;;;
6726;Korondi             ;utca;;0;;0;;;;;;;
6791;Kosbor;köz;;0;;0;;;;;;;
6722;Kossuth Lajos       ;sugárút;;1;;31;;;;;;;
6722;Kossuth Lajos       ;sugárút;;2;;28;;;;;;;
6724;Kossuth Lajos       ;sugárút;;-3;;0;;;;;;;
6757;Koszorú             ;utca;Gyálarét;0;;0;;;;;;;
6728;Kotányi János;köz;;0;;0;;;;;;;
6729;Kovács;udvar;;0;;0;;;;;;;
6728;Kovács;tanya;;0;;0;;;;;;;
6791;Kõbárány            ;utca;Kiskundorozsma;0;;0;;;;;;;
6791;Kökény              ;utca;Kiskundorozsma;0;;0;;;;;;;
6710;Kökörcsin           ;utca;Szentmihály;0;;0;;;;;;;
6753;Kölcsey             ;tér;Tápé;0;;0;;;;;;;
6720;Kölcsey             ;utca;;0;;0;;;;;;;
6753;Költõ               ;utca;Tápé;0;;0;;;;;;;
6791;Kömény;utca;Kiskundorozsma;0;;0;;;;;;;
6710;Könyves Kálmán      ;köz;Szentmihály;0;;0;;;;;;;
6791;Körömvirág;utca;Kiskundorozsma;0;;0;;;;;;;
6753;Kõrös               ;sor;Tápé;0;;0;;;;;;;
6726;Kõrösmezõ;utca;;0;;0;;;;;;;
6791;Körte               ;utca;Kiskundorozsma;0;;0;;;;;;;
6724;Körtöltés           ;utca;;0;;0;;;;;;;
6791;Kövidinka           ;utca;Kiskundorozsma;0;;0;;;;;;;
6726;Közép ;fasor;;0;;0;;;;;;;
6726;Közép Kikötõ        ;sor;;0;;0;;;;;;;
6725;Közép-kapu          ;utca;;0;;0;;;;;;;
6771;Kristály            ;utca;Szõreg;0;;0;;;;;;;
6726;Krúdy Gyula         ;utca;;0;;0;;;;;;;
6791;Kubikos             ;utca;Kiskundorozsma;0;;0;;;;;;;
6724;Kukorica            ;utca;;0;;0;;;;;;;
6724;Kukovetz Nana       ;utca;;0;;0;;;;;;;
6726;Kulka Frigyes;utca;;0;;0;;;;;;;
6791;Kun                 ;utca;Kiskundorozsma;0;;0;;;;;;;
6729;Kundombi            ;utca;;0;;0;;;;;;;
6753;Kuruc               ;utca;Tápé;0;;0;;;;;;;
6728;Kuruc-völgyi;út;Baktó;0;;0;;;;;;;
6791;Kút                 ;utca;Kiskundorozsma;0;;0;;;;;;;
6728;Kutató;köz;;0;;0;;;;;;;
6757;Kuttyogtató;út;;0;;0;;;;;;;
6726;Küküllõi            ;utca;;0;;0;;;;;;;
6771;Külsõ ugar;dûlõ;;0;;0;;;;;;;
6728;Külterület;;;0;;0;;;;;;;
6710;Külüs               ;köz;Szentmihály;0;;0;;;;;;;
6727;Kürt                ;utca;;0;;0;;;;;;;
6726;Kürü                ;sor;;0;;0;;;;;;;
6728;Ladvánszky          ;utca;;0;;0;;;;;;;
6724;Lajta               ;utca;;0;;0;;;;;;;
6726;Lakatos;utca;;0;;0;;;;;;;
6725;Laktanya;utca;;0;;0;;;;;;;
6725;Láma;utca;;0;;0;;;;;;;
6726;Láng Imre;utca;;0;;0;;;;;;;
6727;Lant                ;utca;;0;;0;;;;;;;
6728;Lányi Béla;utca;Baktó;0;;0;;;;;;;
6791;Láp                 ;utca;Kiskundorozsma;0;;0;;;;;;;
6726;Laura               ;utca;;0;;0;;;;;;;
6724;Leányszállás        ;köz;;0;;0;;;;;;;
6753;Lebõ;dûlõ;;0;;0;;;;;;;
6753;Lebõ;tanya;;0;;0;;;;;;;
6721;Lechner             ;tér;;0;;0;;;;;;;
6726;Léda                ;utca;;0;;0;;;;;;;
6771;Légió               ;utca;Szõreg;0;;0;;;;;;;
6791;Legyezõfû;köz;;0;;0;;;;;;;
6724;Lehel               ;utca;;0;;0;;;;;;;
6725;Lékai               ;utca;;0;;0;;;;;;;
6728;Lencsés;utca;;0;;0;;;;;;;
6725;Lendvai             ;utca;;0;;0;;;;;;;
6729;Lengyel;udvar;;0;;0;;;;;;;
6721;Lengyel             ;utca;;0;;0;;;;;;;
6791;Lenkey              ;utca;Kiskundorozsma;0;;0;;;;;;;
6753;Lepke               ;utca;Tápé;0;;0;;;;;;;
6728;Levél               ;utca;;0;;0;;;;;;;
6771;Levendula           ;utca;Szõreg;0;;0;;;;;;;
6727;Lidicei             ;tér;;0;;0;;;;;;;
6726;Liga                ;utca;;0;;0;;;;;;;
6729;Liget               ;sor;;0;;0;;;;;;;
6771;Lila akác;utca;;0;;0;;;;;;;
6726;Lile                ;utca;;0;;0;;;;;;;
6725;Liliom              ;utca;;0;;0;;;;;;;
6726;Lilla;utca;;0;;0;;;;;;;
6710;Limány              ;köz;Szentmihály;0;;0;;;;;;;
6723;Lippai Imre;utca;;0;;0;;;;;;;
6723;Liszt               ;utca;;0;;0;;;;;;;
6791;Lizinka;köz;;0;;0;;;;;;;
6771;Lomb                ;utca;Szõreg;0;;0;;;;;;;
6723;Lomnici             ;utca;;0;;0;;;;;;;
6722;Londoni             ;körút;;-2;;0;;;;;;;
6724;Londoni             ;körút;;-1;;0;;;;;;;
6791;Lovai;tanya;;0;;0;;;;;;;
6771;Lovarda;utca;Szõreg;0;;0;;;;;;;
6723;Lõcsei              ;utca;;0;;0;;;;;;;
6726;Lõtér;park;;0;;0;;;;;;;
6726;Lövölde;út;;0;;0;;;;;;;
6722;Löw Lipót;park;;0;;0;;;;;;;
6722;Löw Immánuel;park;;0;;0;;;;;;;
6727;Lõwy Sándor         ;utca;;0;;0;;;;;;;
6729;Ludas;út;;0;;0;;;;;;;
6757;Lúdvári;utca;Gyálarét;0;;0;;;;;;;
6723;Lugas               ;utca;;0;;0;;;;;;;
6728;Mácsai;tanya;;0;;0;;;;;;;
6728;Macskási;út;;0;;0;;;;;;;
6791;Mácsonya;utca;;0;;0;;;;;;;
6721;Madách              ;utca;;0;;0;;;;;;;
6753;Madarász            ;utca;Tápé;0;;0;;;;;;;
6727;Magas               ;utca;;0;;0;;;;;;;
6726;Magdolna            ;utca;;0;;0;;;;;;;
6725;Máglya              ;sor;;0;;0;;;;;;;
6771;Magtár;köz;;0;;0;;;;;;;
6771;Magyar              ;utca;Szõreg;0;;0;;;;;;;
6720;Magyar Ede;tér;;0;;0;;;;;;;
6791;Majális             ;utca;Kiskundorozsma;0;;0;;;;;;;
6725;Majdáni             ;sor;;0;;0;;;;;;;
6753;Major;utca;Tápé;0;;0;;;;;;;
6727;Május 1.            ;utca;;0;;0;;;;;;;
6771;Makai               ;út;Szõreg;0;;0;;;;;;;
6724;Makkos-erdõ         ;sor;;0;;0;;;;;;;
6723;Makkosházi          ;körút;;0;;0;;;;;;;
6753;Malajdok;köz;;0;;0;;;;;;;
6753;Malajdok;út;;0;;0;;;;;;;
6791;Málna               ;utca;Kiskundorozsma;0;;0;;;;;;;
6723;Malom               ;utca;;0;;0;;;;;;;
6771;Mályva              ;utca;Szõreg;0;;0;;;;;;;
6753;Mályvarózsa;utca;Tápé;0;;0;;;;;;;
6757;Mandarin;utca;Gyálarét;0;;0;;;;;;;
6791;Mandula             ;utca;Kiskundorozsma;0;;0;;;;;;;
6791;Mangó;tanya;;0;;0;;;;;;;
6723;Máramarosi          ;utca;;0;;0;;;;;;;
6724;Margaréta           ;utca;;0;;0;;;;;;;
6753;Margineán;tanya;;0;;0;;;;;;;
6726;Margit;utca;;0;;0;;;;;;;
6753;Margitvirág;utca;;0;;0;;;;;;;
6726;Mária               ;utca;;0;;0;;;;;;;
6725;Markovits Iván      ;utca;;0;;0;;;;;;;
6728;Márkus;tanya;;0;;0;;;;;;;
6710;Márna;utca;;0;;0;;;;;;;
6726;Maróczy Géza;tér;;0;;0;;;;;;;
6721;Maros               ;utca;;0;;0;;;;;;;
6771;Maros-torok          ;utca;Szõreg;0;;0;;;;;;;
6726;Marostõi            ;köz;;0;;0;;;;;;;
6726;Marostõi            ;utca;;0;;0;;;;;;;
6791;Maróthy Gergely;tér;;0;;0;;;;;;;
6728;Maróti              ;utca;;0;;0;;;;;;;
6722;Mars                ;tér;;-3;;0;;;;;;;
6724;Mars                ;tér;;1;;14;;;;;;;
6791;Márták;dûlõ;Kiskundorozsma;0;;0;;;;;;;
6725;Martonosi           ;utca;;0;;0;;;;;;;
6710;Márvány             ;utca;Szentmihály;0;;0;;;;;;;
6771;Máté                ;utca;Szõreg;0;;0;;;;;;;
6710;Mátra               ;köz;Szentmihály;0;;0;;;;;;;
6728;Martus;tanya;;0;;0;;;;;;;
6725;Mátyás király           ;tér;;0;;0;;;;;;;
6791;Mátyás király           ;utca;;0;;0;;;;;;;
6791;Maty-parti;út;;0;;0;;;;;;;
6791;Matty;tér;;0;;0;;;;;;;
6728;MÁV                 ;utca;;0;;0;;;;;;;
6726;Mayer Miklós;utca;;0;;0;;;;;;;
